id,query1,query2
348,小儿支原体肺炎是怎么传播的？,小儿支原体肺炎的症状有哪些？
349,小儿支原体肺炎是怎么传播的？,怎么治疗小儿支原体肺炎？
350,小儿支原体肺炎的症状有哪些？,怎么治疗小儿支原体肺炎？
351,小儿支原体肺炎有什么症状？,怎么检查诊断小儿支原体肺炎？
352,小儿支原体肺炎有什么症状？,小儿支原体肺炎怎么治？
353,怎么检查诊断小儿支原体肺炎？,小儿支原体肺炎怎么治？
354,中医如何治疗小儿支原体肺炎？,中医治疗小儿支原体肺炎有效果吗？
355,中医如何治疗小儿支原体肺炎？,治疗小儿支原体肺炎有什么方法？
356,中医治疗小儿支原体肺炎有效果吗？,治疗小儿支原体肺炎有什么方法？
357,小儿支原体肺炎会复发吗？,小儿支原体肺炎有什么症状？
358,小儿支原体肺炎会复发吗？,小儿支原体肺炎多长时间能治好？
359,小儿支原体肺炎有什么症状？,小儿支原体肺炎多长时间能治好？
360,小儿支气管肺炎和支原体肺炎会互相转化吗？,小儿支气管肺炎有什么症状？
361,小儿支气管肺炎和支原体肺炎会互相转化吗？,小儿支气管肺炎和支原体肺炎哪个严重？
362,小儿支气管肺炎有什么症状？,小儿支气管肺炎和支原体肺炎哪个严重？
363,治疗支原体肺炎有什么按摩方法吗？,怎么诊断小儿支原体肺炎？
364,治疗支原体肺炎有什么按摩方法吗？,小儿支原体肺炎有什么症状？
365,怎么诊断小儿支原体肺炎？,小儿支原体肺炎有什么症状？
366,小儿支原体肺炎常见吗？,小儿肺炎支原体肺炎有没有后遗症?
367,小儿支原体肺炎常见吗？,小儿肺炎支原体严重吗？
368,小儿肺炎支原体肺炎有没有后遗症?,小儿肺炎支原体严重吗？
369,小儿支原体肺炎会引发其他疾病吗？,小儿支原体肺炎有哪些症状？
370,小儿支原体肺炎会引发其他疾病吗？,小儿支原体肺炎好治吗？
371,小儿支原体肺炎有哪些症状？,小儿支原体肺炎好治吗？
372,小儿支原体肺炎治愈会复发吗？,怎么诊断小儿支原体肺炎？
373,小儿支原体肺炎治愈会复发吗？,小儿支原体肺炎有哪些病症？
374,怎么诊断小儿支原体肺炎？,小儿支原体肺炎有哪些病症？
375,支原体肺炎低烧不退是为什么？,支原体肺炎有什么症状？
376,支原体肺炎低烧不退是为什么？,支原体肺炎吃什么药？
377,支原体肺炎有什么症状？,支原体肺炎吃什么药？
378,支原体肺炎有什么治疗方法？,支原体肺炎有哪些症状？
379,支原体肺炎有什么治疗方法？,支原体肺炎如何食疗？
380,支原体肺炎有哪些症状？,支原体肺炎如何食疗？
381,得支原体肺炎怎么治疗？,支原体肺炎有什么症状？
382,得支原体肺炎怎么治疗？,怎么诊断检查支原体肺炎？
383,支原体肺炎有什么症状？,怎么诊断检查支原体肺炎？
384,支原体肺炎治愈后还复发吗？,支原体肺炎好有哪些症状？
385,支原体肺炎治愈后还复发吗？,支原体肺炎好后反复咳嗽是怎么了？
386,支原体肺炎好有哪些症状？,支原体肺炎好后反复咳嗽是怎么了？
387,罗红霉素引起的不良反应怎么处理？,出现不良反应需要停药吗？
388,罗红霉素引起的不良反应怎么处理？,换悼罗红霉素，用什么代替？
389,出现不良反应需要停药吗？,换悼罗红霉素，用什么代替？
390,疗解脲支原体的方法有哪些？,四环素洽疗解脲支原体的注意事项是什么？
391,疗解脲支原体的方法有哪些？,脲支原体是什么？
392,四环素洽疗解脲支原体的注意事项是什么？,脲支原体是什么？
393,小儿支原体肺炎常见吗？,小儿支原体肺炎传播途径有什么？
394,小儿支原体肺炎常见吗？,小儿支原体肺炎的注意事项是什么？
395,小儿支原体肺炎传播途径有什么？,小儿支原体肺炎的注意事项是什么？
396,恩久平盐酸氨溴索分散片功效如何？,恩久平盐酸氨溴索分散片的副作用是什么？
397,恩久平盐酸氨溴索分散片功效如何？,恩久平盐酸氨溴索分散片适用于什么人群？
398,恩久平盐酸氨溴索分散片的副作用是什么？,恩久平盐酸氨溴索分散片适用于什么人群？
399,永喜盐酸多西环素肠溶胶囊怎么服用？,永喜盐酸多西环素肠溶胶囊有什么需要注意的？
400,永喜盐酸多西环素肠溶胶囊怎么服用？,服用永喜盐酸多西环素肠溶胶囊不能吃什么？
401,永喜盐酸多西环素肠溶胶囊有什么需要注意的？,服用永喜盐酸多西环素肠溶胶囊不能吃什么？
402,克拉霉素胶囊阿维克有没有副作用？,克拉霉素胶囊阿维克适合什么人群？
403,克拉霉素胶囊阿维克有没有副作用？,克拉霉素胶囊阿维克治什么病？
404,克拉霉素胶囊阿维克适合什么人群？,克拉霉素胶囊阿维克治什么病？
405,克拉霉素分散片有什么注意事项吗？,扁桃体发炎的原因是什么？
406,克拉霉素分散片有什么注意事项吗？,扁桃体炎能吃什么药？
407,扁桃体发炎的原因是什么？,扁桃体炎能吃什么药？
408,红霉素软膏有什么适应症？,红霉素软膏治什么病？
409,红霉素软膏有什么适应症？,红霉素软膏的副作用有哪些？
410,红霉素软膏治什么病？,红霉素软膏的副作用有哪些？
411,小儿支原体肺炎如何预防？,儿童支原体肺炎复发率高不？
412,小儿支原体肺炎如何预防？,小儿支原体肺炎怎么护理？
413,儿童支原体肺炎复发率高不？,小儿支原体肺炎怎么护理？
414,厌氧菌所致的口腔感染有什么症状？,厌氧菌所致的口腔感染会传染吗？
415,厌氧菌所致的口腔感染有什么症状？,口腔感染吃什么药好？
416,厌氧菌所致的口腔感染会传染吗？,口腔感染吃什么药好？
417,红霉素软膏的注意事项是什么？,红霉素软膏治什么病？
418,红霉素软膏的注意事项是什么？,红霉素软膏有什么功效？
419,红霉素软膏治什么病？,红霉素软膏有什么功效？
420,扁桃体老是反复是为什么？,扁桃体老是反复有什么症状？
421,扁桃体老是反复是为什么？,扁桃体发炎的原因是什么？
422,扁桃体老是反复有什么症状？,扁桃体发炎的原因是什么？
423,支原体肺炎阿奇霉素要扎几天？,支原体肺炎阿奇霉素有什么副作用？
424,支原体肺炎阿奇霉素要扎几天？,支原体肺炎阿奇霉素能治什么病？
425,支原体肺炎阿奇霉素有什么副作用？,支原体肺炎阿奇霉素能治什么病？
426,克拉霉素胶囊有什么副作用？,克拉霉素胶囊需要注意什么？
427,克拉霉素胶囊有什么副作用？,克拉霉素胶囊适合什么人群服用？
428,克拉霉素胶囊需要注意什么？,克拉霉素胶囊适合什么人群服用？
429,红霉素是什么？,红霉素可以治疗什么病
430,红霉素是什么？,中耳炎怎么治疗啊
431,红霉素可以治疗什么病,中耳炎怎么治疗啊
432,成年人怎么用红霉素软膏,新生儿怎么用红霉素软膏
433,成年人怎么用红霉素软膏,红霉素软膏一天用几次
434,新生儿怎么用红霉素软膏,红霉素软膏一天用几次
435,请问肝功能不全的人可以服用哪些消炎药,请问肝功能不全的人怎么服用药
436,请问肝功能不全的人可以服用哪些消炎药,肝功能不全是什么病
437,请问肝功能不全的人怎么服用药,肝功能不全是什么病
438,红霉素肠溶片是什么药,红霉素肠溶片可以随便吃吗
439,红霉素肠溶片是什么药,红霉素肠溶片多少钱？在哪里买
440,红霉素肠溶片可以随便吃吗,红霉素肠溶片多少钱？在哪里买
441,肺力咳胶囊和肺力咳合剂的区别？,肺力咳胶囊跟肺力咳合剂哪个好一些？
442,肺力咳胶囊和肺力咳合剂的区别？,小儿咳嗽有痰，开的蒲地蓝口服液，肺力咳，需不需要再吃什么消炎药？
443,肺力咳胶囊跟肺力咳合剂哪个好一些？,小儿咳嗽有痰，开的蒲地蓝口服液，肺力咳，需不需要再吃什么消炎药？
444,利可君与鲨肝醇哪种好,可利君片和鲨肝醇片是什么药
445,利可君与鲨肝醇哪种好,可利君片和鲨肝醇片可以在一起吃吗
446,可利君片和鲨肝醇片是什么药,可利君片和鲨肝醇片可以在一起吃吗
447,扁桃体炎的反复是什么意思,扁桃体炎的反复怎么办呢
448,扁桃体炎的反复是什么意思,扁桃体炎怎么治疗
449,扁桃体炎的反复怎么办呢,扁桃体炎怎么治疗
450,孕妇有丹毒怎么办,克拉霉素分散片可以治疗什么，孕妇可以吃吗
451,孕妇有丹毒怎么办,孕妇怎么吃克拉霉素分散片
452,克拉霉素分散片可以治疗什么，孕妇可以吃吗,孕妇怎么吃克拉霉素分散片
453,克拉霉素是什么药呢,克拉霉素怎么治疗的
454,克拉霉素是什么药呢,克拉霉素怎么服用啊
455,克拉霉素怎么治疗的,克拉霉素怎么服用啊
456,红霉素颗粒6岁宝宝可以吃吗,红霉素颗粒主要有什么疗效呢
457,红霉素颗粒6岁宝宝可以吃吗,红霉素和红霉素颗粒的区别是什么
458,红霉素颗粒主要有什么疗效呢,红霉素和红霉素颗粒的区别是什么
459,小儿咽扁颗粒可以和小儿咳喘灵泡腾颗粒一起吃吗,小儿咽扁颗粒能和阿莫西林和小儿咳喘灵口服液一起吃吗
460,小儿咽扁颗粒可以和小儿咳喘灵泡腾颗粒一起吃吗,请问小儿咽扁颗粒和小儿咳喘灵颗粒可以同时吃吗
461,小儿咽扁颗粒能和阿莫西林和小儿咳喘灵口服液一起吃吗,请问小儿咽扁颗粒和小儿咳喘灵颗粒可以同时吃吗
462,鼻子堵喉咙痒咳嗽是感冒吗,鼻子堵喉咙痒咳嗽怎么治疗呢
463,鼻子堵喉咙痒咳嗽是感冒吗,罗红霉素是不是消炎药
464,鼻子堵喉咙痒咳嗽怎么治疗呢,罗红霉素是不是消炎药
465,吃克拉霉素可以喝酒吗,吃了克拉霉素难受怎么办？
466,吃克拉霉素可以喝酒吗,克拉霉素可以吃多少天
467,吃了克拉霉素难受怎么办？,克拉霉素可以吃多少天
468,罗红霉素是抗生素吗？,罗红霉素是什么药
469,罗红霉素是抗生素吗？,罗红霉素片和红霉素的区别
470,罗红霉素是什么药,罗红霉素片和红霉素的区别
471,红霉素有什么药用,红霉素是什么药呢
472,红霉素有什么药用,红霉素的效果怎么样
473,红霉素是什么药呢,红霉素的效果怎么样
474,喉咙发炎肿痛，吃利君沙好还是头孢好？,我家小孩嗓子发炎吃什么药
475,喉咙发炎肿痛，吃利君沙好还是头孢好？,吃利君沙管什么用
476,我家小孩嗓子发炎吃什么药,吃利君沙管什么用
477,依托红霉素颗粒是什么药,依托红霉素是什么药
478,依托红霉素颗粒是什么药,依托红霉素颗粒治什么？
479,依托红霉素是什么药,依托红霉素颗粒治什么？
480,四环素是什么药,四环素一般多少钱
481,四环素是什么药,四环素在哪里可以买到
482,四环素一般多少钱,四环素在哪里可以买到
483,罗红霉素吃多少才能好,罗红霉素的药效怎么样
484,罗红霉素吃多少才能好,牙龈炎怎么治疗呢
485,罗红霉素的药效怎么样,牙龈炎怎么治疗呢
486,请问一下医生依托红霉素颗粒是什么药,请问一下医生什么药治疗干咳
487,请问一下医生依托红霉素颗粒是什么药,干咳怎么办，吃什么药呢
488,请问一下医生什么药治疗干咳,干咳怎么办，吃什么药呢
489,支原体衣原体尿道炎是什么病？,支原体衣原体尿道炎吃什么药呢
490,支原体衣原体尿道炎是什么病？,罗红霉素怎么样
491,支原体衣原体尿道炎吃什么药呢,罗红霉素怎么样
492,利君沙颗粒是什么,我想咨询一下颗粒和胶囊哪个好
493,利君沙颗粒是什么,我想问利君沙颗粒是什么呢
494,我想咨询一下颗粒和胶囊哪个好,我想问利君沙颗粒是什么呢
495,依托红霉素片治疗什么病,依托红霉素片不知道是什么药
496,依托红霉素片治疗什么病,依托红霉素片多少钱在哪买？
497,依托红霉素片不知道是什么药,依托红霉素片多少钱在哪买？
498,小孩反复咳嗽怎么办,5岁小孩子反复感冒怎么办
499,小孩反复咳嗽怎么办,小孩反复感冒咳嗽吃什么药
500,5岁小孩子反复感冒怎么办,小孩反复感冒咳嗽吃什么药
501,四环素片是什么药,支原体衣原体阳性怎么治疗
502,四环素片是什么药,支原体衣原体阳性是什么意思
503,支原体衣原体阳性怎么治疗,支原体衣原体阳性是什么意思
504,服用感冒药期间可以怀孕么,在准备怀孕期间可以吃感冒药？
505,服用感冒药期间可以怀孕么,请问怀孕期间可以吃消炎药吗？
506,在准备怀孕期间可以吃感冒药？,请问怀孕期间可以吃消炎药吗？
507,罗红霉素能和氨溴索一块食用吗？,罗红霉素氨溴索分散片有什么作用
508,罗红霉素能和氨溴索一块食用吗？,罗红霉素氨溴索片是什么药？
509,罗红霉素氨溴索分散片有什么作用,罗红霉素氨溴索片是什么药？
510,反复发烧是什么意思,反复发烧要怎么治疗呢
511,反复发烧是什么意思,反复发烧这样是什么原因呢
512,反复发烧要怎么治疗呢,反复发烧这样是什么原因呢
513,喉咙发炎肿痛，吃利君沙好还是头孢好？,头孢还是利君沙哪个好
514,喉咙发炎肿痛，吃利君沙好还是头孢好？,嗓子疼，咽口唾沫也疼，家里有利君沙吗？
515,头孢还是利君沙哪个好,嗓子疼，咽口唾沫也疼，家里有利君沙吗？
516,小孩支原体肺炎要怎么治疗,支原体肺炎会不会恢复
517,小孩支原体肺炎要怎么治疗,支原体肺炎要注意什么
518,支原体肺炎会不会恢复,支原体肺炎要注意什么
519,盐酸多西环素肠溶胶囊怎么样,盐酸多西环素肠溶胶囊是饭前吃饭后吃?
520,盐酸多西环素肠溶胶囊怎么样,盐酸多西环素肠溶胶囊为啥要夫妻同吃
521,盐酸多西环素肠溶胶囊是饭前吃饭后吃?,盐酸多西环素肠溶胶囊为啥要夫妻同吃
522,地红霉素肠溶片可以治疗感冒吗,地红霉素肠溶片有什么疗效
523,地红霉素肠溶片可以治疗感冒吗,地红霉素肠溶片吃出副作用怎么办
524,地红霉素肠溶片有什么疗效,地红霉素肠溶片吃出副作用怎么办
525,罗红霉素长时间吃会不会治好病,罗红霉素的疗效是什么
